id,ifi_id,account_holder_id,addresses,alternate_contact_details,label,status,is_default,attributes,created_at,updated_at,created_by,updated_by,_load_ts_ms,cdc_op,cdc_source_ts_ms,manual_validation_required
5af00c4b-d84b-4221-a6c2-d71dcb68e829,140793,05f401cf-2b8a-4931-a61b-0bc7df794a60,[],,vector_address,ENABLED,False,,2023-01-11 19:11:22.010000,2023-01-11 19:11:22.010000,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/517,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/517,1705493039000,d,1705482370801,
636292cc-b4be-4f4e-96af-ee5d68b0cab4,140793,b62a095e-8544-438d-94bf-bffb64fd5fdc,[],,vector_address,ENABLED,False,,2023-01-17 11:56:05.858000,2023-01-17 11:56:05.858000,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,1705493039000,d,1705482370801,
40c11858-d87d-47db-8395-de92890aae58,140793,33aaf81a-a85a-4594-8c80-63b0b04336c0,[],,vector_address,ENABLED,False,,2023-01-20 10:52:29.024000,2023-01-20 10:52:29.024000,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,1705493039000,d,1705482370801,
9246264a-3ce4-4965-80e8-2a9d81b549d5,140793,b659dc51-cc0b-4ff0-884d-e8cdf12095a0,[],,vector_address,ENABLED,False,,2023-03-21 10:09:54.952000,2023-03-21 10:09:54.952000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493039000,d,1705482380455,
ba6be62e-f03a-4949-b60f-a95bebbb574c,140793,9030b79b-35d4-4571-90a5-ccc7fd9c5f12,[],,vector_address,ENABLED,False,,2023-03-21 10:09:57.693000,2023-03-21 10:09:57.693000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493039000,d,1705482380455,
e7c861e2-3ba0-4678-9bbc-e5fb6204986d,140793,8c53d5b5-5f44-41c0-99fc-469e52444996,[],,vector_address,ENABLED,False,,2023-03-21 10:10:00.912000,2023-03-21 10:10:00.912000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
2157e740-f9ca-4889-9cf9-f0cdf3bf3c36,140793,73aef835-0392-435e-b2fb-9786c93d405c,[],,vector_address,ENABLED,False,,2023-04-10 06:07:05.792000,2023-04-10 06:07:05.792000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
e43f17eb-abd0-480d-8de7-ae55d3730e9c,600309,47fb563d-fb88-4d6a-a8d4-93780ee5e66a,[],,vector_address,ENABLED,False,,2023-09-27 07:23:22.128000,2023-09-27 07:23:22.128000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
67ad4043-4434-46ce-8dba-ec5fbd2c9324,600309,1fbdf459-428d-43fd-a7a4-ed64c0a91b73,[],,vector_address,ENABLED,False,,2023-09-27 07:29:32.702000,2023-09-27 07:29:32.702000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,1705493262000,d,1705482411528,
7a3c8a4b-dbd5-4ca0-926b-085c4cbff13b,600309,9b753514-0518-44b9-b041-921f6532fa21,[],,vector_address,ENABLED,False,,2023-09-27 07:32:51.542000,2023-09-27 07:32:51.542000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
5e5611da-bfbc-435d-85d5-024e3697473b,600309,3d17afc2-95c0-4273-91d9-1a0aeda87ee5,[],,vector_address,ENABLED,False,,2023-09-29 04:49:55.219000,2023-09-29 04:49:55.219000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,1705493262000,d,1705482411528,
17f0c5f6-e492-447b-b009-9128debd7548,600309,34948dce-ca1f-40a5-9b08-342366510c95,[],,vector_address,ENABLED,False,,2023-09-29 04:57:27.257000,2023-09-29 04:57:27.257000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,1705493262000,d,1705482411528,
5118f988-9b58-458f-9f86-2dc44e430e5b,140793,fbd73196-2e72-411e-a24d-e8594309c885,[],,vector_address,ENABLED,False,,2023-03-13 12:50:50.239000,2023-03-13 12:50:50.239000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
0950b253-1b97-4d02-b836-0c99f2ba9db9,140793,bfab6879-45a8-4d30-ae53-12a9356e1a57,[],,vector_address,ENABLED,False,,2023-03-13 13:24:13.563000,2023-03-13 13:24:13.563000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
9d36bb57-9f79-496f-89eb-7b8758d0e356,140793,bb98c9e6-d442-4b9b-bfaf-148605f3d679,[],,vector_address,ENABLED,False,,2023-03-14 11:51:31.433000,2023-03-14 11:51:31.433000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
191a3453-1983-44f0-8a32-022ff2091dd9,140793,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,[],,vector_address,ENABLED,False,,2023-03-15 09:31:08.726000,2023-03-15 09:31:08.726000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
2c6c5072-8d18-420b-b520-ebe089f41632,140793,5b990f0a-d973-4dd7-8805-6bd13547a8a8,[],,vector_address,ENABLED,False,,2023-04-10 05:16:38.538000,2023-04-10 05:16:38.538000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
f3a674e8-ccb4-40f0-b626-e6d41d6b32bb,600309,01ac81f0-e349-4409-9194-86deac900c90,[],,vector_address,ENABLED,False,,2023-09-27 07:23:36.871000,2023-09-27 07:23:36.871000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,1705493262000,d,1705482411528,
5bb58743-5447-4fb2-b7db-65a830784e72,600309,7d6feb65-af35-40d2-87e9-1278d5aacdf0,[],,vector_address,ENABLED,False,,2023-09-27 07:25:16.979000,2023-09-27 07:25:16.979000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
03a4e41c-ccd8-4386-8527-14c582429364,600309,2d0d3a5c-56ac-4618-bd62-2bace2a46cf7,[],,vector_address,ENABLED,False,,2023-09-27 07:26:28.650000,2023-09-27 07:26:28.650000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
132a8d71-0b86-44ed-9723-f3b2758e2b23,600309,13c854bd-979b-421f-8422-577a214997d6,[],,vector_address,ENABLED,False,,2023-09-27 07:27:31.760000,2023-09-27 07:27:31.760000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
0d1f343c-3ba7-444b-8654-f21d75679007,140793,c82085cd-376e-4d6b-9a8a-0b60bb216503,[],,vector_address,ENABLED,False,,2023-10-16 06:13:42.201000,2023-10-16 06:13:42.201000,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/29,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/29,1705493262000,d,1705482411528,
a5b3ad78-8740-4c97-b2d0-b61dcab729da,600309,ff17a607-b917-49db-8527-6a069405b48f,[],,vector_address,ENABLED,False,,2023-10-16 13:25:24.351000,2023-10-16 13:25:24.351000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,1705493262000,d,1705482411528,
c853a82b-dab9-4fcf-ad97-e67dca7bad11,140793,0b788b2c-0f2e-4ddb-8449-6897748e5977,[],,vector_address,ENABLED,False,,2023-01-18 07:41:55.347000,2023-01-18 07:41:55.347000,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,1705493039000,d,1705482370801,
1b8235f7-397b-4999-8a53-f1adf81eef01,140793,605094d5-48e9-4dae-b8aa-f3029f343e81,[],,vector_address,ENABLED,False,,2023-01-18 12:26:58.450000,2023-01-18 12:26:58.450000,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/525,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/525,1705493039000,d,1705482370801,
be11ce8b-02b4-4cbc-a821-71060de9034d,140793,bc6dc88c-1b5f-4b7e-a041-109aa34ff061,[],,vector_address,ENABLED,False,,2023-03-13 13:24:12.944000,2023-03-13 13:24:12.944000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493039000,d,1705482380455,
e2d64185-f3a3-4ffc-9313-91ec4c2030b1,140793,2ff3e88c-1ad5-4f86-b978-2f13a7ae929a,[],,vector_address,ENABLED,False,,2023-03-21 10:09:59.567000,2023-03-21 10:09:59.567000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
ad0da037-488c-44c0-9ec8-769b13b4bb47,140793,be18a7f6-1a46-4a7f-91d0-10543fb16b39,[],,vector_address,ENABLED,False,,2023-04-23 07:26:01.892000,2023-04-23 07:26:01.892000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482391046,
d0c7593d-69f5-4144-a6f4-a148458b2f09,140793,d50243a3-cfe9-4d61-a6c6-fdbccef71671,[],,vector_address,ENABLED,False,,2023-04-10 06:07:23.639000,2023-04-10 06:07:23.639000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
1cb62eae-c83a-4417-9b6c-3194db291edf,140793,c242dbe0-6596-44b8-82b2-c8b99e798bfa,[],,vector_address,ENABLED,False,,2023-04-12 13:38:47.728000,2023-04-12 13:38:47.728000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
e8e2869d-87e8-4926-827b-0fad0718958d,140793,500eccf7-4148-42e7-a62c-77321f5be8f8,[],,vector_address,ENABLED,False,,2023-04-22 12:48:33.975000,2023-04-22 12:48:33.975000,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,1705493262000,d,1705482391046,
