id,spool_id,status,ifi_id,created_at,updated_at,request_id,_load_ts_ms,cdc_source_ts_ms,cdc_op
df3b5f74-de96-48c1-b9e9-c0154515e7f2,d872d041-995d-4f2f-955f-69a693f549ad,ACCEPTED,162402,2020-09-01 19:37:40.099547,2020-09-01 19:39:30.838419,phone_numbewer_updsdate1234,1634224143000,,
28371417-850e-4d71-8d26-665737595caf,b33b667e-9f6b-4d76-b903-95bd8c765cea,DATA_CAPTURE_INITIATED,162402,2020-09-06 19:23:19.014579,2020-09-06 19:23:19.014579,application_auto_test_1,1634224143000,,
79deb71d-9cf7-4fb3-be10-74bac4eb99f4,ba420ba8-11b0-4838-9924-1a6b7ea134c4,DATA_CAPTURE_INITIATED,162402,2020-09-10 12:09:42.049149,2020-09-10 12:09:42.049149,createApplicationRequestId84,1634224143000,,
486affab-ae15-4826-930d-7ed7762081e5,137a25a1-6c32-45e4-8d2e-6c6dcf650bcb,DATA_CAPTURE_INITIATED,162402,2020-09-14 16:43:04.232319,2020-09-14 16:43:04.232319,715f5033-54d4-444c-9d14-597863de1f46,1634224143000,,
81dae667-9531-4dc1-b69a-33334fcb4ace,e5b8d959-21e3-4b56-9bc9-6ef70bfdbc80,DATA_CAPTURE_INITIATED,162402,2020-09-14 16:49:26.210345,2020-09-14 16:49:26.210345,545a00c6-89b9-4ab7-899a-6490de99e04f,1634224143000,,
0991a33f-3969-4a38-b065-79e9386d79a3,e5b8d959-21e3-4b56-9bc9-6ef70bfdbc80,DATA_CAPTURE_INITIATED,162402,2020-09-14 16:49:26.919974,2020-09-14 16:49:26.919974,9395975a-d670-4e2e-ac24-b934f2627b5b,1634224143000,,
698e6fb7-b241-48a6-b369-9313ac2205d1,e5b8d959-21e3-4b56-9bc9-6ef70bfdbc80,DATA_CAPTURE_INITIATED,162402,2020-09-14 16:49:27.227010,2020-09-14 16:49:27.227010,745a91ce-2ccd-407c-b6a7-defa5b84cd48,1634224143000,,
6d198d39-e607-42a2-bab0-77951b075308,81c3c574-8bd6-418b-8835-6fa453ffdedc,DATA_CAPTURE_INITIATED,162402,2020-09-14 21:17:17.960964,2020-09-14 21:17:17.960964,88f692cd-5c43-4b8c-a432-69764c463baa,1634224143000,,
1494cbab-53dd-43d3-a939-7fcb17a45c1c,81c3c574-8bd6-418b-8835-6fa453ffdedc,DATA_CAPTURE_INITIATED,162402,2020-09-14 21:17:18.291777,2020-09-14 21:17:18.291777,193590d1-6848-4f60-bc82-6335097a64cf,1634224143000,,
d062b834-d177-42b6-8cde-db4c05142d3d,3fb055f5-c064-4021-99d9-b0111082cfd2,DATA_CAPTURE_INITIATED,162402,2020-09-14 21:26:38.214480,2020-09-14 21:26:38.214480,7c03e507-7b63-4889-afa1-5603cea5ff99,1634224143000,,
22ba6273-7de2-40c6-83fc-3fefee28581d,69d9f874-a33a-4987-a542-af4200c15483,DATA_CAPTURE_INITIATED,162402,2020-09-15 04:33:10.830893,2020-09-15 04:33:11.185641,applvknejn34ijcbhehbbiu67ucdgfkjnr,1634224143000,,
aa0f6ccc-e591-4a4e-8ea2-7b38efa7a300,dafc4917-b524-46b7-9887-b08f6025f5a4,DATA_CAPTURE_INITIATED,162402,2020-09-15 05:58:14.889749,2020-09-15 05:58:15.118107,7a1ee79f-46da-4fe5-bb2d-21dd43796630,1634224143000,,
ce5e7e1b-5ea3-4ac4-a8bd-9aba7d8e7373,dafc4917-b524-46b7-9887-b08f6025f5a4,DATA_CAPTURE_INITIATED,162402,2020-09-15 05:58:16.008138,2020-09-15 05:58:16.214218,bbf48c20-55c3-4fa2-882b-a54e55931808,1634224143000,,
3cc7b3f8-c7ae-4ec8-a0fd-6cde8edaea4f,dafc4917-b524-46b7-9887-b08f6025f5a4,DATA_CAPTURE_INITIATED,162402,2020-09-15 05:58:17.230404,2020-09-15 05:58:17.494946,f712944f-54a6-4409-b4cc-ca471e2bb7f0,1634224143000,,
b6400745-835e-45d2-b1ad-118be6ef3d1a,dafc4917-b524-46b7-9887-b08f6025f5a4,DATA_CAPTURE_INITIATED,162402,2020-09-15 05:58:19.631559,2020-09-15 05:58:19.860399,6d0b8474-fdae-451e-8305-0fbf85cc6570,1634224143000,,
a5ed2bf6-8d4f-4cb4-a004-cdefca1e2e4c,854b1ece-6b08-4510-a9d0-7d199fd994a7,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:21:02.565987,2020-09-15 06:21:02.747723,c8e63acd-af22-43ea-b727-a8fbfa51dcba,1634224143000,,
a40e316e-9b4d-40dd-adad-ed0fa834edd8,854b1ece-6b08-4510-a9d0-7d199fd994a7,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:21:04.687056,2020-09-15 06:21:04.909401,2a7f05a5-96ac-4fd0-93bd-0a11ddb5692e,1634224143000,,
6a87e13f-2ca2-4f33-9fcd-ffd81d1fc730,f8d074ef-73e2-44c6-95e9-b90b1aa2b9c8,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:21:43.832987,2020-09-15 06:21:44.096312,72c66ce5-0290-4ac4-b8f9-a43b2d29b38f,1634224143000,,
3377d91f-20af-43a8-8c85-9e678cc9c4e7,47ce18bb-78fb-4480-96ec-3f42e7c98ebb,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:22:57.603236,2020-09-15 06:22:57.857200,c513c3bc-817a-4d81-be36-8300cdf72240,1634224143000,,
461301f0-3ff9-469b-9a37-35d3dad7e72c,80fbd94f-be78-481a-9858-4bb6699308db,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:22:59.725246,2020-09-15 06:22:59.969980,2bc2f115-2bcd-4655-9c18-7f5b435de6c7,1634224143000,,
1d2aab58-ee06-4888-9451-7af117defba3,6641ac41-daf3-41c5-868c-a77a57c43d9e,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:23:42.965952,2020-09-15 06:23:43.228858,f4d5bc79-5a36-4f35-81bd-9fbd8522f1e7,1634224143000,,
f598f867-3ab5-4de9-9a28-415447086c32,00d5cbd0-1b95-47af-8c5f-14963d897280,DATA_CAPTURE_INITIATED,162402,2020-09-15 06:23:44.356306,2020-09-15 06:23:44.603138,89e17a6f-5bef-4b9c-88c9-1c672a8e9e6c,1634224143000,,
2830f6d9-ded1-450b-a4a6-a459a280fae5,44887c7a-8b54-421d-80cf-8a4e492fdb78,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:00:01.469903,2020-09-15 07:00:02.348778,db6d0a37-6ce3-4705-ab51-98f640f53358,1634224143000,,
3292cf5e-e255-47db-8f5e-1a2cb478e6bb,b70d9dba-4598-4e5b-a177-18ea90da4083,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:00:06.552456,2020-09-15 07:00:06.845333,9bffb53d-3ffa-4b33-8d93-921566b36149,1634224143000,,
788644b7-367c-420c-b317-3b1d9a1ff695,b70d9dba-4598-4e5b-a177-18ea90da4083,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:00:08.132385,2020-09-15 07:00:08.406111,95f0785b-4f61-4e89-b131-242370981fdc,1634224143000,,
0e3db7a8-5cd9-4920-a761-8f47fe1fabbf,85c44d22-e7fd-4f1c-97ab-3b7a30cb89b0,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:04:33.045876,2020-09-15 07:04:33.280825,94bbde4f-ea25-45b4-8da7-1cfc416fd226,1634224143000,,
19c599cd-0ada-4cd7-830f-c2baef8c396d,85c44d22-e7fd-4f1c-97ab-3b7a30cb89b0,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:04:35.114338,2020-09-15 07:04:35.351215,a70fbbc5-8a60-4450-82b7-735afc0ea522,1634224143000,,
c7cf75be-6abd-4b45-b92e-620e5969b943,69d9f874-a33a-4987-a542-af4200c15483,DATA_CAPTURE_INITIATED,162402,2020-09-15 07:18:53.635730,2020-09-15 07:18:53.920837,applvknejnijcbadhehbbiubiucdgfkjnr,1634224143000,,
6ed674b9-2323-416f-82d7-31d2e5a60b8c,1d942827-3ab6-4846-ae0b-1bea0a38a609,DATA_CAPTURE_INITIATED,162402,2020-09-15 10:42:26.219587,2020-09-15 10:42:26.485787,d80b8d7b-a1ee-437d-ac73-9a58e7bca5e0,1634224143000,,
56c641f6-e195-4f7a-bbe1-b4511e8f5ddf,1d942827-3ab6-4846-ae0b-1bea0a38a609,DATA_CAPTURE_INITIATED,162402,2020-09-15 10:42:28.114134,2020-09-15 10:42:28.305003,84a19fa9-c33e-4060-befc-9cb848c06bdd,1634224143000,,
